Id,activity_date,activity_type,elapsed_time,moving_time,distance,average_speed,average_heart_rate
7bbbfe9d-bfb5-4ee1-9777-d7453b42eafc,2019-09-25 04:26:28,Run,2219.0,2219.0,6890.0,,128.0
46ea5e5a-4136-4400-ba46-86f65ed89a13,2019-09-26 05:45:52,Workout,3600.0,3600.0,,,
1844c986-508d-4df8-b0fe-66e008cc88cb,2019-09-26 15:12:51,Run,2615.0,2281.0,4395.7998046875,,
d6018499-6975-4c4c-93c7-5af3693d5ba2,2019-09-28 08:56:41,Workout,9091.0,8629.0,36311.0,,138.0
dc6a6851-312e-4bd3-9b35-a2f7fcd06d64,2019-09-30 18:47:36,Run,3107.0,3104.0,10059.0,,134.0
32537289-f542-49d9-8dce-fa52a1aa939b,2019-10-01 15:18:09,Run,1622.0,1524.0,3780.0,,134.0
8344615f-596a-4cd5-9e4c-b0de33b6ddb2,2019-10-02 19:01:15,Run,3192.0,3192.0,10080.0,,132.0
46ffb211-8a57-4bda-b1b0-b9b2b00c6923,2019-10-08 16:55:18,Run,4637.0,4623.0,12050.0,,110.0
9e75de4e-0f4e-40cd-94e5-3d90c1dc1966,2019-10-10 15:57:05,Run,4843.0,4836.0,11950.0,,115.0
c14e9d03-873a-4486-adfc-6ed22c5353aa,2019-10-13 14:07:34,Run,5643.0,5632.0,14029.0,,114.0
212e152b-5c56-49f9-8e8b-ab3c43db6420,2019-10-15 16:22:30,Run,5289.0,5240.0,14382.0,,123.0
ce4ce144-c24e-48a5-a527-43cbba64584c,2019-10-19 09:00:00,Run,8677.0,8554.0,24693.0,,136.0
e495b4cf-5b94-4f5a-bd9e-0b2af29e1825,2019-10-22 15:51:48,Run,2607.0,2603.0,7145.0,,127.0
4620075d-df2b-4101-8a51-72c0d25a4dcf,2019-10-24 16:13:49,Run,4454.0,4448.0,12011.0,,118.0
9717c783-9af5-4a32-8466-652b735e5996,2019-10-25 09:59:28,Workout,3600.0,3600.0,,,
79b095d6-e844-4742-934d-cd5df46add6a,2019-10-26 21:13:53,Run,2747.0,2250.0,6490.10009765625,,
f3836cd4-80c0-4cb8-8744-50ca466c373e,2019-10-27 10:11:32,Run,4375.0,4351.0,11019.0,,128.0
0902ebba-18f5-4046-8d89-84f0fe1522e3,2019-10-29 19:39:05,Run,4098.0,4097.0,11017.0,,118.0
b14fe30b-f18b-4020-a9b5-c8852e9bfffe,2019-10-31 06:51:07,Workout,3600.0,3600.0,,,
db918192-6373-4324-b3e9-2e176258218e,2019-11-03 17:06:00,Run,5613.0,5610.0,14264.0,,121.0
3282baaf-f54c-4596-a1ca-c4ddde4fb3e0,2019-11-05 18:50:29,Run,3452.0,3448.0,9681.0,,127.0
7fda04f6-bf0a-4a47-8c86-469c0fe78ccf,2019-11-06 06:00:10,Workout,3600.0,3600.0,,,
88975765-7c5e-42ac-992e-959f72f404f7,2019-11-09 09:59:56,Run,20785.0,19587.0,43088.0,,124.0
9f16357b-fcb8-41d6-9fce-5ed24b672df6,2019-11-11 17:00:56,Workout,3000.0,3000.0,,,
448e5f61-fe00-446e-a2ad-9303f420f642,2019-11-16 05:33:04,Run,1242.0,1191.0,2327.0,1.8730000257492065,139.0
bc133fb3-726a-4da3-b10d-13d0587d58d1,2019-11-15 07:00:09,Workout,3600.0,3600.0,,0.0,
1a86528e-1440-4e96-b441-8e304bdbf922,2019-11-20 05:21:20,Run,2463.0,2460.0,7339.0,2.9809999465942383,134.0
b4ba950e-4cf5-42e5-ace4-5487763ac063,2019-11-20 18:14:50,Workout,3000.0,3000.0,,0.0,
ba652639-0b8c-41d6-a348-3a0a5e10edab,2019-11-23 09:00:22,Run,14061.0,13047.0,31646.0,2.250999927520752,130.0
420a633b-caac-41ce-8d0a-abfb44327a50,2019-11-30 09:34:47,Run,1938.0,1411.0,2142.0,1.1050000190734863,124.0
8d208726-bb69-49bf-86cf-f4bdc0b15d10,2019-12-03 06:44:17,Workout,2700.0,2700.0,,0.0,
7f0b5e91-6fab-4f96-9b93-de93de4b797a,2019-12-03 18:08:08,Workout,2700.0,2700.0,,0.0,
f4a62e1f-2f42-4a66-865b-cb76184b626e,2019-12-05 05:24:11,Workout,2700.0,2700.0,,0.0,
50e7d858-cab4-4ce0-abcd-fe9feb519615,2019-12-09 05:25:55,Run,2393.0,2393.0,7047.0,2.946000099182129,
61e87521-de37-4d81-a1c6-879da30bed4f,2019-12-12 18:06:04,Workout,2700.0,2700.0,,0.0,
288f91a6-6275-448a-9bb9-ad54582a17ee,2019-12-14 09:44:50,Swim,93.0,82.0,74.19999694824219,0.9100000262260437,116.0
eb63606c-11c1-472a-96c6-e6d8d1ad1bee,2019-12-14 09:47:16,Swim,774.0,596.0,510.0,0.8550000190734863,162.0
14345143-23a3-44da-86b7-f4f26e84b5ed,2019-12-22 12:44:11,Swim,1231.0,956.0,527.0,0.5509999990463257,152.0
58cc0547-14e5-405d-876f-e3b6641ac7ec,2019-12-25 08:33:31,Run,1921.0,1918.0,5473.0,2.8499999046325684,137.0
ee541a0a-fc3d-4726-9ba4-1ec13a9e95c8,2019-12-26 09:11:56,Run,1918.0,1918.0,5605.0,2.9240000247955322,121.0
2577fbaa-6c73-40e4-baad-740185c785d8,2019-12-28 10:00:38,Weight Training,2700.0,2700.0,,0.0,
abe2a59e-9740-457e-ab59-1f93e9347793,2019-12-30 19:25:59,Run,2587.0,2584.0,7438.0,2.875,131.0
a9f8e0f1-1bdb-42a6-b372-64643d4e060c,2020-01-02 19:38:09,Run,2834.0,2834.0,7193.0,2.5380001068115234,122.0
d1a3f63f-9b75-464c-9250-3ea09f7f91f4,2020-01-03 19:15:45,Run,2623.0,2615.0,7434.0,2.8350000381469727,
38484862-581f-414e-9e79-94efc69c2f56,2020-01-04 13:19:11,Swim,948.0,652.0,476.0,0.7300000190734863,110.0
bb7aeb80-ee46-4da0-9031-3ab3dee762a3,2020-01-05 16:02:31,Run,2712.0,2690.0,7367.0,2.739000082015991,124.0
0fc40eff-7faf-4ea5-997d-e4a615cab4bd,2020-01-06 17:11:11,Run,2764.0,2761.0,7577.0,2.740999937057495,
4e9c2cab-9d88-4a6e-97b4-b795f5f0a58c,2020-01-07 17:27:39,Run,3135.0,3135.0,8543.0,2.7260000705718994,125.0
b7c6429b-fefe-4eed-bbc3-aa2bd3d709e1,2020-01-11 18:44:26,Run,4233.0,4123.0,10042.0,2.434999942779541,123.0
72d3082a-d995-42d6-b01b-7150d0596f89,2020-01-12 10:00:43,Weight Training,3000.0,3000.0,,0.0,
2c64710c-2fe0-4e61-bce8-154bc9fe51a4,2020-01-12 19:08:00,Run,2566.0,2566.0,7536.0,2.937000036239624,131.0
e28761ee-998a-45b0-889e-4d1f865b0402,2020-01-14 21:01:53,Run,2650.0,2650.0,7428.0,2.802999973297119,127.0
7bd4b689-74e5-4f44-b79f-48b02d8f6c7a,2020-01-15 17:19:52,Workout,3000.0,3000.0,,0.0,
37a28658-b211-4314-a753-d3a16efc1e07,2020-01-28 05:28:53,Run,1700.0,1661.0,4393.0,2.5850000381469727,119.0
7ef99b4c-0866-4b9e-a2ab-64a560fad496,2020-01-16 18:45:45,Run,2573.0,2573.0,7255.0,2.813999891281128,121.0
2608e43d-bed5-4348-97b3-4bdbf5bb738a,2020-01-27 18:13:38,Run,3654.0,3596.0,9674.0,2.690999984741211,127.0
08babc88-6520-407c-9da8-d2466c08653b,2020-01-29 18:11:02,Run,4254.0,4254.0,11166.0,2.625,128.0
fb52a02d-7bf9-4057-9323-50cd62007cd7,2020-02-01 10:00:18,Run,14845.0,14126.0,29834.0,2.009999990463257,119.0
5d6278b6-c5a8-46b6-8767-b78b4f197531,2020-02-02 10:58:59,Swim,1242.0,959.0,629.0,0.6549999713897705,166.0
1b241bf7-652a-4bf1-989e-edcc988e478f,2020-02-03 19:54:51,Run,2643.0,2636.0,7529.0,2.8469998836517334,128.0
4d1cd078-5dc4-4c26-af20-f4b94a8d472e,2020-02-04 18:12:28,Workout,3300.0,3300.0,,0.0,
e77378b2-3296-4e8e-822a-fa74f0a8f5e9,2020-02-06 19:24:53,Run,2827.0,2824.0,7908.0,2.796999931335449,
bce55aa8-b324-44a3-b106-093029201c06,2020-02-07 14:17:18,Workout,5400.0,5400.0,,0.0,
f21aac74-a2a8-4fd4-abe5-128517647589,2020-02-07 18:20:30,Run,2843.0,2843.0,7308.0,2.571000099182129,140.0
0ba59acc-92f0-458f-aa7d-3435b6e9c5d2,2020-02-08 06:03:08,Run,6870.0,6852.0,14808.0,2.1610000133514404,134.0
45f9b1b6-1130-4146-a9a5-a5d6364e13c9,2020-02-10 06:24:43,Swim,1103.0,959.0,629.0,0.656000018119812,170.0
1381a08f-dd78-441e-a982-a186c79a8c02,2020-02-10 17:48:36,Run,3397.0,3287.0,8708.0,2.6489999294281006,116.0
97e12634-c196-40fc-bed1-306f410c7485,2020-02-11 17:16:32,Run,3883.0,3878.0,11025.0,2.8389999866485596,134.0
48393054-1210-48c2-93c0-26a12cfe81e5,2020-02-12 07:02:48,Weight Training,2700.0,2700.0,,0.0,
6ddf59c9-7aad-4cb6-80a7-5d20886a372f,2020-02-12 18:15:16,Workout,3000.0,3000.0,,0.0,
7c365b75-eadc-435f-af81-c90af1815b3d,2020-02-13 17:22:56,Run,4353.0,4316.0,11064.0,2.563999891281128,139.0
5f0cc006-e218-4579-8493-460b55e944e2,2020-02-15 10:02:38,Run,1462.0,1426.0,4965.0,3.3929998874664307,
4014d460-146e-4025-9293-43350e76f2c7,2020-02-17 06:39:36,Workout,3000.0,3000.0,,0.0,
79f90667-a899-4c00-ad8e-161ea4cfa4d1,2020-02-17 17:28:37,Run,4209.0,4203.0,10793.0,2.563999891281128,148.0
669f04eb-798b-431b-beac-1244c7df02e1,2020-02-18 18:32:32,Run,4373.0,4357.0,11979.0,2.739000082015991,115.0
c55d06e3-c491-40b1-ab30-130862230c6e,2020-02-19 06:17:11,Swim,1365.0,1204.0,782.0,0.6489999890327454,183.0
79ed6f3e-4a43-409d-9144-618528cd436b,2020-02-19 18:26:37,Workout,3600.0,3600.0,,0.0,
d740ac68-f61c-4e76-9153-4656b13d1eb3,2020-02-20 18:34:00,Run,4254.0,4250.0,11799.0,2.7730000019073486,149.0
ab7d531a-7436-4dae-8535-02e42ba76589,2020-02-22 09:42:08,Run,4384.0,4354.0,12414.0,2.8510000705718994,146.0
8631669f-1552-46c8-822f-49b75bb9df70,2020-02-24 18:26:19,Run,3529.0,3514.0,9170.0,2.5989999771118164,122.0
eda2968e-f72a-4330-8c7b-207cefd17cc8,2020-02-25 18:14:54,Run,5352.0,3614.0,10055.0,2.7829999923706055,125.0
afbdf20d-c992-40d1-a948-d7d2aeebb1b2,2020-02-26 18:00:27,Workout,3600.0,3600.0,,0.0,
ecdc95b9-a8c7-47b9-b1e9-d0c0d16e91e5,2020-02-29 09:22:38,Run,3404.0,3403.0,4400.0,1.2929999828338623,122.0
05cb025b-5d66-482d-8368-a6cf6917e489,2020-03-01 09:59:58,Run,5326.0,5166.0,10201.0,1.9160000085830688,
a0f32248-e407-4d47-a27d-f8a44a93f608,2020-03-03 17:48:58,Run,3649.0,3645.0,9291.0,2.5460000038146973,112.0
746c4847-c4e8-451c-b565-b93a7256ea00,2020-03-04 17:02:18,Workout,3600.0,3600.0,,0.0,
b5904ef2-92c7-43c2-8483-a670842ddb08,2020-03-05 07:03:24,Workout,3000.0,3000.0,,0.0,
1c6bd379-fddc-4198-9fe8-adf60ec06d9f,2020-03-05 18:04:50,Run,5279.0,5264.0,14164.0,2.683000087738037,118.0
16cf9ada-1b28-4e02-bad7-bfef728e151c,2020-03-06 17:39:40,Run,4161.0,4158.0,11084.0,2.6640000343322754,113.0
c4446f75-9fda-48f1-837d-8b1fdbe73b3a,2020-03-07 10:14:22,Run,2116.0,1980.0,5548.0,2.621000051498413,108.0
b1feb63d-1572-4a58-a080-b31d7c75751b,2020-03-09 17:47:15,Run,4245.0,4244.0,12009.0,2.8299999237060547,127.0
6c1e56ba-8b75-496c-b03a-ea526cb711db,2020-03-10 18:38:03,Workout,3600.0,3600.0,,0.0,
689b10ff-4168-4c1f-87ec-4cbe7ed954e3,2020-03-12 19:55:02,Run,824.0,816.0,3248.0,3.937999963760376,
256a5a9c-cf49-4328-a0ef-18f89a119c42,2020-03-13 17:32:17,Run,4235.0,4232.0,11177.0,2.6389999389648438,123.0
